City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
610,Chirongui,YT,-12.9319,45.1483,82.33,70,68,10.22,light rain,2022-01-27 02:04:17
611,Dodge City,US,37.7528,-100.0171,24.26,86,0,8.01,clear sky,2022-01-27 02:04:18
612,Karabuk,TR,41.2049,32.6277,18.0,96,92,2.66,light snow,2022-01-27 02:04:18
613,Marzuq,YE,14.4,46.4667,56.35,66,1,2.3,clear sky,2022-01-27 02:04:19
614,Tooele,US,40.5308,-112.2983,32.97,86,0,0.0,clear sky,2022-01-27 02:04:19
615,Maumere,ID,-8.6199,122.2111,83.95,75,88,10.63,overcast clouds,2022-01-27 02:04:19
616,Manadhoo,MV,5.7667,73.3833,78.73,63,100,10.76,overcast clouds,2022-01-27 02:04:20
617,Ejutla De Crespo,MX,16.5667,-96.7333,68.95,69,14,3.49,few clouds,2022-01-27 02:04:20
618,Acapulco,MX,16.8634,-99.8901,77.0,79,0,3.4,clear sky,2022-01-27 02:00:23
619,Malakal,SS,9.5334,31.6605,73.56,19,13,12.1,few clouds,2022-01-27 02:00:12
620,Hajnowka,PL,52.7433,23.5812,35.02,87,100,4.0,overcast clouds,2022-01-27 02:04:21
621,Taoudenni,ML,22.6783,-3.9836,63.9,20,6,11.43,clear sky,2022-01-27 02:04:21
622,Hearst,CA,49.6835,-83.6665,14.04,78,100,18.32,overcast clouds,2022-01-27 02:03:02
623,Clearlake,US,38.9582,-122.6264,52.27,60,0,2.44,clear sky,2022-01-27 02:04:22
624,Nishihara,JP,26.1842,127.7558,73.06,64,75,11.5,broken clouds,2022-01-27 02:04:22
625,Vanderhoof,CA,54.0166,-124.0198,25.99,93,99,3.31,overcast clouds,2022-01-27 02:00:30
626,Tokoroa,NZ,-38.2333,175.8667,77.95,44,0,5.01,clear sky,2022-01-27 02:01:28
627,Tchibanga,GA,-2.85,11.0333,71.38,96,99,1.86,overcast clouds,2022-01-27 02:04:23
628,Ewa Beach,US,21.3156,-158.0072,80.55,53,40,11.01,scattered clouds,2022-01-27 02:04:23
629,Srednekolymsk,RU,67.45,153.6833,-40.27,100,50,3.09,scattered clouds,2022-01-27 02:04:24
630,Kapoeta,SS,4.7717,33.5903,78.87,29,57,11.05,broken clouds,2022-01-27 02:04:24
631,Vilyuysk,RU,63.7553,121.6247,-15.5,100,93,3.94,overcast clouds,2022-01-27 02:04:25
632,Vynohradove,UA,46.3696,32.9398,19.99,95,53,8.05,broken clouds,2022-01-27 02:04:25
633,Keuruu,FI,62.2667,24.7,30.38,91,99,6.98,overcast clouds,2022-01-27 02:04:26
634,Fayaoue,NC,-20.65,166.5333,81.55,78,15,12.88,few clouds,2022-01-27 02:04:26
635,Vardo,NO,70.3705,31.1107,25.97,72,100,14.54,overcast clouds,2022-01-27 02:04:27
636,Paso De Carrasco,UY,-34.8603,-56.0522,67.24,64,99,22.17,overcast clouds,2022-01-27 02:01:26
637,Kaseda,JP,31.4167,130.3167,51.26,71,100,5.99,overcast clouds,2022-01-27 02:04:27
638,Shirokiy,RU,49.758,129.523,-5.64,92,47,6.04,scattered clouds,2022-01-27 02:04:27
639,Kloulklubed,PW,7.0419,134.2556,82.4,81,100,17.56,overcast clouds,2022-01-27 02:01:58
640,Tarko-Sale,RU,64.9225,77.785,-2.7,97,100,13.13,overcast clouds,2022-01-27 02:04:28
641,Uruacu,BR,-14.5247,-49.1408,69.01,96,100,4.7,light rain,2022-01-27 02:04:28
642,Ndioum,SN,16.5129,-14.6471,73.09,19,100,9.55,overcast clouds,2022-01-27 02:04:29
643,Niort,FR,46.3333,-0.3333,28.29,96,0,1.99,clear sky,2022-01-27 02:04:29
644,San Juan,AR,-31.5375,-68.5364,77.11,59,87,20.15,overcast clouds,2022-01-27 02:05:29
645,Juneau,US,58.3019,-134.4197,37.22,98,100,3.44,overcast clouds,2022-01-27 02:04:24
646,Eitorf,DE,50.7667,7.45,38.93,94,94,5.06,overcast clouds,2022-01-27 02:05:30
647,Tulagi,SB,-9.0996,160.1476,81.41,74,100,13.49,overcast clouds,2022-01-27 02:05:30
648,Price,US,39.5994,-110.8107,31.12,68,0,3.44,clear sky,2022-01-27 02:05:31
649,Pirayu,PY,-25.4833,-57.2333,78.48,65,27,11.5,moderate rain,2022-01-27 02:05:31
650,Jutai,BR,-5.1833,-68.9,73.18,97,100,1.3,overcast clouds,2022-01-27 02:05:32
651,Klaksvik,FO,62.2266,-6.589,36.52,77,100,31.21,overcast clouds,2022-01-27 02:05:32
652,Baia,RO,47.4167,26.2167,30.56,84,100,4.74,overcast clouds,2022-01-27 02:05:32
653,Turayf,SA,31.6725,38.6637,35.96,83,96,23.85,overcast clouds,2022-01-27 02:05:33
654,Zeya,RU,53.75,127.2667,-0.63,69,39,1.54,scattered clouds,2022-01-27 02:05:33
655,Mosquera,CO,4.7059,-74.2302,55.65,90,100,1.03,overcast clouds,2022-01-27 02:00:44
656,San Lorenzo,PY,-25.3333,-57.5333,77.94,89,100,10.36,overcast clouds,2022-01-27 02:05:34
657,Sola,VU,-13.8833,167.55,82.56,78,100,14.99,overcast clouds,2022-01-27 02:05:34
658,Ludza,LV,56.55,27.7167,25.68,94,100,9.37,light snow,2022-01-27 02:05:35
659,Novo Aripuana,BR,-5.1206,-60.3797,71.71,99,100,2.15,overcast clouds,2022-01-27 02:05:35
660,Khandyga,RU,62.6667,135.6,-35.54,97,58,0.94,broken clouds,2022-01-27 02:05:35
661,Mizdah,LY,31.4451,12.9801,39.36,75,9,1.9,clear sky,2022-01-27 02:05:36
662,Namatanai,PG,-3.6667,152.4333,85.82,68,55,4.45,light rain,2022-01-27 02:05:36
663,Vao,NC,-22.6667,167.4833,78.33,83,91,16.84,overcast clouds,2022-01-27 02:05:24
664,Minsk,BY,53.9,27.5667,24.55,97,100,10.89,light snow,2022-01-27 02:05:37
665,Urucara,BR,-2.5364,-57.76,73.27,99,100,3.29,overcast clouds,2022-01-27 02:05:37
666,Wurzen,DE,51.3667,12.7333,37.65,82,100,15.61,overcast clouds,2022-01-27 02:05:38
667,Chardara,KZ,41.2547,67.9692,36.77,45,0,8.12,clear sky,2022-01-27 02:05:38
668,Prince Rupert,CA,54.3161,-130.3201,36.5,83,100,2.75,overcast clouds,2022-01-27 02:05:38
669,Viedma,AR,-40.8135,-62.9967,61.03,62,0,4.34,clear sky,2022-01-27 02:05:39
670,Bowen,AU,-20.0167,148.2333,76.3,93,100,5.03,light rain,2022-01-27 02:05:39
671,Assiniboia,CA,49.6334,-105.9845,28.17,91,100,16.93,overcast clouds,2022-01-27 02:05:40
672,Elko,US,41.0002,-115.5012,30.22,82,66,2.08,broken clouds,2022-01-27 02:04:46
673,Datong,CN,40.0936,113.2914,16.77,43,3,3.62,clear sky,2022-01-27 02:05:40
674,Plouzane,FR,48.3833,-4.6167,37.58,97,100,9.22,mist,2022-01-27 02:05:41
675,Tessalit,ML,20.1986,1.0114,60.3,24,86,14.32,overcast clouds,2022-01-27 02:02:11
676,Elmira,US,42.0898,-76.8077,6.89,90,81,2.19,broken clouds,2022-01-27 02:01:59
677,Verkhnedneprovskiy,RU,54.9813,33.3457,7.72,97,100,5.3,light snow,2022-01-27 02:05:41
678,Dangriga,BZ,16.9692,-88.2321,78.98,86,3,7.25,clear sky,2022-01-27 02:05:42
679,Limot,PH,7.0405,126.2727,82.42,74,38,4.88,scattered clouds,2022-01-27 02:05:42
680,Mitsamiouli,KM,-11.3847,43.2844,79.81,75,96,5.44,overcast clouds,2022-01-27 02:05:43
681,Greystones,IE,53.1408,-6.0631,52.23,91,100,13.98,overcast clouds,2022-01-27 02:05:43
682,Mabama,TZ,-5.1333,32.5333,64.11,96,100,3.94,light rain,2022-01-27 02:05:43
683,Bardiyah,LY,31.7561,25.0865,50.25,69,100,11.88,overcast clouds,2022-01-27 02:05:44
684,Mayo,US,38.8876,-76.5119,27.95,52,0,7.0,clear sky,2022-01-27 02:05:44
685,Mizan Teferi,ET,6.9833,35.5833,63.9,51,13,2.73,few clouds,2022-01-27 02:05:44
686,Burnie,AU,-41.0667,145.9167,66.94,97,100,11.99,light rain,2022-01-27 02:05:45
687,Martapura,ID,-3.4167,114.85,86.09,74,20,10.36,few clouds,2022-01-27 02:05:45
688,Lamu,KE,-2.2717,40.902,77.22,81,3,11.12,clear sky,2022-01-27 02:05:46
689,Biak,ID,-0.9131,122.8766,82.56,71,99,0.4,overcast clouds,2022-01-27 02:05:47
